critic,fresh,imdb,link,publication,quote,review_date,rtid,title
Variety Staff,fresh,0034398,http://www.variety.com/review/VE1117796441.html?categoryid=31&cs=1,Variety,"The Wolf Man is a compactly-knit tale of its kind, with good direction and performances by an above par assemblage of players, but dubious entertainment.",2008-10-08 00:00:00,19319,The Wolf Man
Dave Kehr,fresh,0034398,http://onfilm.chicagoreader.com/movies/capsules/9450_WOLF_MAN,Chicago Reader,"A stodgy Universal thriller from 1941, redeemed by a name-heavy cast and by Lon Chaney Jr.'s lumbering, affable performance in the title role.",2008-10-08 00:00:00,19319,The Wolf Man
Theodore Strauss,rotten,0034398,http://movies.nytimes.com/movie/review?res=9E00E7DC173DE333A25751C2A9649D946093D6CF&partner=Rotten Tomatoes,New York Times,"Without any build-up either by the scriptwriter or director, he is sent onstage, where he, looks a lot less terrifying and not nearly as funny as Mr. Disney's big, bad wolf.",2006-08-08 00:00:00,19319,The Wolf Man
,fresh,0034398,http://www.timeout.com/film/reviews/64733/the_wolf_man.html,Time Out,There's undeniable magic within the staid format.,2006-01-26 00:00:00,19319,The Wolf Man
Variety Staff,rotten,0073629,http://www.variety.com/review/VE1117794537.html?categoryid=31&cs=1,Variety,Most of the jokes that might have seemed jolly fun on stage now appear obvious and even flat. The sparkle's gone.,2008-01-11 00:00:00,14020,The Rocky Horror Picture Show
Dave Kehr,rotten,0073629,http://onfilm.chicagoreader.com/movies/briefs/11930_ROCKY_HORROR_PICTURE_SHOW.html,Chicago Reader,"The wit is too weak to sustain a film, and the songs all sound the same.",2007-02-09 00:00:00,14020,The Rocky Horror Picture Show
Geoff Andrew,fresh,0073629,http://www.timeout.com/film/reviews/76878/the_rocky_horror_picture_show.html,Time Out,"A string of hummable songs gives it momentum, Gray's admirably straight-faced narrator holds it together, and a run on black lingerie takes care of almost everything else.",2006-02-09 00:00:00,14020,The Rocky Horror Picture Show
Roger Ebert,rotten,0073629,http://www.rogerebert.com/reviews/the-rocky-horror-picture-show-1976,Chicago Sun-Times,"Viewed on video simply as a movie, without the midnight sideshow, it's cheerful and silly, and kind of sweet, and forgettable.",2004-10-23 00:00:00,14020,The Rocky Horror Picture Show
Richard Brody,fresh,0044121,http://www.newyorker.com/arts/reviews/film/the_thing_from_another_world_hawks,New Yorker,Set the template for a decade of alien invasions.,2013-09-16 00:00:00,17013,The Thing from Another World
Variety Staff,rotten,0044121,http://www.variety.com/review/VE1117795626.html?categoryid=31&cs=1,Variety,"The resourcefulness shown in building the plot groundwork is lacking as the yarn gets into full swing. Cast members, headed by Margaret Sheridan and Kenneth Tobey, fail to communicate any real terror.",2007-06-06 00:00:00,17013,The Thing from Another World
Dave Kehr,fresh,0044121,http://onfilm.chicagoreader.com/movies/capsules/8241_THING_NYBY_THING_FROM_ANOTHER_WORLD_HOWARD_HAWKS,Chicago Reader,"The film has more frissons than most of today's mega-budget productions, simply because it has the grace to construct a meaningful situation and coherent characters.",2007-06-06 00:00:00,17013,The Thing from Another World
Geoff Andrew,fresh,0044121,http://www.timeout.com/film/reviews/79235/the_thing_from_another_world.html,Time Out,"The overall message of The Thing emerges as distinctly hawkish. Reactionary or not, though, it's still a masterpiece.",2006-02-09 00:00:00,17013,The Thing from Another World
,fresh,0045920,http://www.variety.com/review/VE1117792053.html?categoryid=31&cs=1,Variety,Picture has been smartly fashioned to take advantage of all the tricks of science-fiction and 3-D.,2007-05-29 00:00:00,9506,It Came from Outer Space
Jonathan Rosenbaum,fresh,0045920,http://onfilm.chicagoreader.com/movies/capsules/11902_IT_CAME_FROM_OUTER_SPACE,Chicago Reader,[A] scary black-and-white SF effort from 1953.,2007-05-29 00:00:00,9506,It Came from Outer Space
A.H. Weiler,rotten,0045920,http://movies.nytimes.com/movie/review?res=9B00EEDA143EE53BBC4052DFB0668388649EDE&partner=Rotten Tomatoes,New York Times,"Merely mildly diverting, not stupendous.",2006-10-31 00:00:00,9506,It Came from Outer Space
Geoff Andrew,fresh,0045920,http://www.timeout.com/film/reviews/76242/it_came_from_outer_space.html,Time Out,"The 3-D process leaves the image somewhat murky, but you can discern sparks of authentic pulp poetry throughout.",2006-02-09 00:00:00,9506,It Came from Outer Space
Jonathan Rosenbaum,rotten,0407304,http://onfilm.chicagoreader.com/movies/capsules/28194_WAR_OF_THE_WORLDS_SPIELBERG,Chicago Reader,"Spielberg's calculations turn out to be more prominent than any effects they could possibly produce, and the less pretentious 1953 version by producer George Pal emerges as more likable.",2007-06-08 00:00:00,1789,War of the Worlds
Jessica Winter,fresh,0407304,http://www.timeout.com/film/81604.html,Time Out,"The film succeeds as pure sensation, an exacting distillation of fear.",2006-06-24 00:00:00,1789,War of the Worlds
Ken Tucker,fresh,0407304,http://www.newyorkmetro.com/nymetro/movies/reviews/12160/,New York Magazine,"Steven Spielberg's War of the Worlds is huge and scary, moving and funny-another capper to a career that seems like an unending succession of captivations.",2006-05-12 00:00:00,1789,War of the Worlds
Andrew Sarris,rotten,0407304,http://www.observer.com/culture_sarrismovies.asp,New York Observer,"Overall, the film is too lacking in feeling to provide a recognizably human experience.",2005-07-14 00:00:00,1789,War of the Worlds
Joe Williams,fresh,0407304,http://www.stltoday.com/stltoday/entertainment/reviews.nsf/movie/story/7122A9624F3A72308625702E0071EF92?OpenDocument,St. Louis Post-Dispatch,It's a thrilling ride...[but] this bountiful pot of signifiers leaves a caustic aftertaste.,2005-07-07 00:00:00,1789,War of the Worlds
Michael O'Sullivan,fresh,0407304,http://www.washingtonpost.com/wp-dyn/content/article/2005/06/30/AR2005063000540.html,Washington Post,"War of the Worlds is taut, gripping and surprisingly dark filmmaking.",2005-07-07 00:00:00,1789,War of the Worlds
Richard Roeper,fresh,0407304,http://tvplex.go.com/buenavista/ebertandroeper/mp3/050705-war_of_the_worlds_2005.mp3,Ebert & Roeper,"[B]y far the biggest, loudest and most elaborate adaptation of the H.G. Wells classic.",2005-07-05 00:00:00,1789,War of the Worlds
Scott Foundas,fresh,0407304,http://www.laweekly.com/ink/05/32/film-foundas.php,L.A. Weekly,"The imagery is startling not just for its symbolic resonances, but for the breathless intensity with which it sears the screen.",2005-06-30 00:00:00,1789,War of the Worlds
James Berardinelli,fresh,0407304,http://www.reelviews.net/php_review_template.php?identifier=1172,ReelViews,"War of the Worlds may not stand up well to careful inspection and it may not be the smartest science fiction film brought to the screen, but it is an intense, visceral experience.",2005-06-29 00:00:00,1789,War of the Worlds
Owen Gleiberman,fresh,0407304,"http://www.ew.com/ew/article/0,,1080755,00.html",Entertainment Weekly,War of the Worlds is an attack-of-the-aliens disaster film crafted with sinister technological grandeur -- a true popcorn apocalypse.,2005-06-29 00:00:00,1789,War of the Worlds
Stephanie Zacharek,rotten,0407304,http://www.salon.com/ent/movies/review/2005/06/29/war,Salon.com,"Extravagant in movie terms but stingy in emotional ones, it embodies all of Spielberg's bad impulses and almost none of his good ones.",2005-06-29 00:00:00,1789,War of the Worlds
Tom Keogh,fresh,0407304,http://seattletimes.nwsource.com/html/movies/2002350919_war29.html,Seattle Times,An important film.,2005-06-29 00:00:00,1789,War of the Worlds
Mick LaSalle,fresh,0407304,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2005/06/29/DDGDMDFVCU18.DTL&type=movies,San Francisco Chronicle,"Meticulously detailed and expertly paced and photographed, with sights so spectacular and terrible that viewers will have to consciously remind themselves to close their mouths when their jaws drop open.",2005-06-29 00:00:00,1789,War of the Worlds
Stephen Whitty,rotten,0407304,http://www.nj.com/movies/ledger/index.ssf?/base/entertainment-0/112002091961140.xml&coll=1,Newark Star-Ledger,"Its exploitation of tragic iconography -- just to amp up the screams, tug some tears and sell a few more million movie tickets -- should be deplored.",2005-06-29 00:00:00,1789,War of the Worlds
Claudia Puig,fresh,0407304,http://www.usatoday.com/life/movies/reviews/2005-06-28-war-of-the-worlds_x.htm,USA Today,"When it comes to searing and iconic visual imagery, Spielberg is still the best filmmaker around.",2005-06-29 00:00:00,1789,War of the Worlds
Joe Morgenstern,fresh,0049366,http://online.wsj.com/article/SB10001424052702304023804575566082520076638.html,Wall Street Journal,Few modern-day movies are more genuinely frightening.,2010-10-23 00:00:00,18032,Invasion of the Body Snatchers
Variety Staff,fresh,0049366,http://www.variety.com/review/VE1117792012.html?categoryid=31&cs=1,Variety,"This tense, offbeat piece of science-fiction is occasionally difficult to follow due to the strangeness of its scientific premise. Action nevertheless is increasingly exciting.",2008-11-26 00:00:00,18032,Invasion of the Body Snatchers
Don Druker,fresh,0049366,http://onfilm.chicagoreader.com/movies/capsules/4620_INVASION_OF_THE_BODY_SNATCHERS_SIEGEL,Chicago Reader,"Don Siegel's superb little effort, with its matter-of-fact isolation of hero Kevin McCarthy (ironic, no?) from the smarmy complacency of a small town gone to hell -- and way beyond -- points the way to his gripping action films of the 60s and 70s.",2007-05-30 00:00:00,18032,Invasion of the Body Snatchers
Geoff Andrew,fresh,0049366,http://www.timeout.com/film/reviews/76141/invasion_of_the_body_snatchers.html,Time Out,"It's still a chilling picture, gaining over Phil Kaufman's smart remake by virtue of its intimate small town setting, and it has one of the greatest endings ever filmed.",2006-06-24 00:00:00,18032,Invasion of the Body Snatchers
Dave Kehr,rotten,0084745,http://www.chicagoreader.com/chicago/swamp-thing/Film?oid=1057491,Chicago Reader,The film is too lazy to provide any actual jokes with its send-up of the genre.,2012-07-09 00:00:00,12160,Swamp Thing
,rotten,0084745,http://www.variety.com/review/VE1117795375.html?categoryid=31&cs=1,Variety,Short on thrills and laughs.,2007-04-16 00:00:00,12160,Swamp Thing
Geoff Andrew,fresh,0084745,http://www.timeout.com/film/reviews/75710/swamp_thing.html,Time Out,"Craven tries to do this 'veggie-man' horror in a suitable DC Comics style; and with Louis Jourdan as arch-villain 'Arcane', not to mention Adrienne Barbeau (Mrs John Carpenter) as the Thing's object of desire, he's definitely on the right track.",2006-02-09 00:00:00,12160,Swamp Thing
Roger Ebert,fresh,0084745,http://www.rogerebert.com/reviews/swamp-thing-1982,Chicago Sun-Times,One of those movies that fall somewhere between buried treasures and guilty pleasures.,2004-10-23 00:00:00,12160,Swamp Thing
Vincent Canby,rotten,0084745,http://movies.nytimes.com/movie/review?res=9F00E5DB103BF933A05754C0A964948260&partner=Rotten Tomatoes,New York Times,"[The film] wants desperately to be funny and, from time to time, it is. However, you might wish it would trust the audience to discover the humor for itself.",2004-08-30 00:00:00,12160,Swamp Thing
Andrew Sarris,fresh,0125439,http://www.observer.com/node/41515,New York Observer,"The ending is happy and ironic in equal measure, but most of the fun is just getting there with the right chemistry and compatibility.",2007-04-27 00:00:00,10110,Notting Hill
Geoff Andrew,fresh,0125439,http://www.timeout.com/film/reviews/63583/notting_hill.html,Time Out,"t's an agreeably slick affair, with decent support performances, elegant camerawork, and several impressive set pieces.",2006-01-26 00:00:00,10110,Notting Hill
Jeff Millar,fresh,0125439,http://www.chron.com/cs/CDA/moviestory.mpl/ae/movies/reviews/260972,Houston Chronicle,An exceptionally guy-friendly chick flick.,2005-07-21 00:00:00,10110,Notting Hill
Rick Groen,rotten,0125439,http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/19990528/TANOTTT,Globe and Mail,"Lately, romance comedies have expanded in running time, doubtless to compensate for their shrinkage in charm, and this is no exception -- it's way too long for something far too slight.",2002-03-22 00:00:00,10110,Notting Hill
Kenneth Turan,fresh,0125439,"http://www.calendarlive.com/movies/reviews/cl-movie990527-6,0,7251334.story",Los Angeles Times,The film's romantic core is impervious to problems.,2001-02-14 00:00:00,10110,Notting Hill
Janet Maslin,fresh,0125439,http://movies.nytimes.com/movie/review?res=9D00E3DB1F31F93BA15756C0A96F958260&partner=Rotten Tomatoes,New York Times,The movie has lots of glossy charm!,2000-01-01 00:00:00,10110,Notting Hill
Peter Rainer,rotten,0125439,http://www.newyorkmetro.com/nymetro/movies/reviews/60/,New York Magazine,"The movie-star-playing-a-movie-star-who-wants-to-be-a-real-person conceit also has an odd, chilling effect on Julia Roberts, whose appeal, overwhelmingly, is based on her seeming just like the rest of us.",2000-01-01 00:00:00,10110,Notting Hill
Susan Stark,fresh,0125439,http://data.detnews.com/movies/details.hbs?myrec=773,Detroit News,"With Notting Hill, you've got a romantic comedy that makes falling in love with a movie easy as pie!",2000-01-01 00:00:00,10110,Notting Hill
Lisa Schwarzbaum,fresh,0125439,"http://www.ew.com/ew/article/0,,64051,00.html",Entertainment Weekly,Blithe and exhilarating!,2000-01-01 00:00:00,10110,Notting Hill
Roger Ebert,fresh,0125439,http://www.rogerebert.com/reviews/notting-hill-1999,Chicago Sun-Times,"The movie is bright, the dialogue has wit and intelligence, and Roberts and Grant are very easy to like.",2000-01-01 00:00:00,10110,Notting Hill
Stephanie Zacharek,rotten,0125439,http://www.salon.com/ent/movies/review/1999/05/28/notting,Salon.com,"With lead actors like that, Notting Hill doesn't need a cast of annoying supporting characters, but it's got them.",2000-01-01 00:00:00,10110,Notting Hill
James Berardinelli,rotten,0125439,http://www.reelviews.net/movies/n/notting.html,ReelViews,The romance is tepid.,2000-01-01 00:00:00,10110,Notting Hill
Paul Clinton (CNN.com),fresh,0125439,http://www.cnn.com/SHOWBIZ/Movies/9905/27/review.notting.hill/,CNN.com,All the other supporting players are British television stars and all rise to the occasion of this big-budget feature film.,2000-01-01 00:00:00,10110,Notting Hill
